CustomerNumber,CreditScore,City,Gender,Age,Home_Living_Since,Avg_Acc_Bal,Assets,First Loan,Co-applicant,Mon_Sal,Loan
322,680,Bangalore,Female,29,8,70720.875,1,1,1,8139.485,0
323,749,Bangalore,Male,39,1,69645.205,1,1,0,91427.71,1
324,763,Bangalore,Female,30,4,0,2,0,0,25202.36,0
325,734,Bangalore,Male,29,3,0,2,1,0,53820.125,0
326,716,Bangalore,Male,34,4,72214.435,1,1,0,67066.325,0
327,594,Bangalore,Male,34,2,0,2,1,0,51740.345,0
328,644,Bangalore,Female,45,9,47720.635,1,1,0,54380.525,1
329,671,Chennai,Male,34,1,72424.37,1,1,1,89506.15,0
330,664,Chennai,Male,25,7,58122.07,2,1,1,47572.57,0
331,656,Bangalore,Male,49,7,0,2,0,1,36071.72,0
332,667,Hyderabad,Female,39,1,73251.035,1,1,0,9581.445,0
333,663,Chennai,Male,43,2,58514.3,2,0,1,72340.09,0
334,584,Chennai,Female,29,8,56006.905,1,1,0,88886.015,1
335,626,Hyderabad,Female,36,6,54134.685,1,1,0,2798.97,0
336,485,Bangalore,Male,28,7,91061.895,1,1,0,58414.255,1
337,659,Chennai,Female,31,3,75461.87,2,0,1,87326.255,0
338,649,Bangalore,Male,32,2,0,2,1,0,1005.49,0
339,805,Hyderabad,Female,38,5,82636.065,1,1,0,7054.925,1
340,716,Chennai,Female,38,10,57650.655,1,1,0,21763.7,1
341,642,Chennai,Female,39,6,64751.245,2,0,1,43049.615,1
342,659,Bangalore,Male,30,4,59171.13,1,0,0,80787.095,0
343,545,Hyderabad,Female,46,5,0,2,1,1,19485.07,0
344,543,Bangalore,Male,21,8,0,2,0,0,63793.61,0
345,718,Bangalore,Female,24,7,0,2,1,0,15190.06,0
346,840,Bangalore,Female,42,7,0,2,1,0,45454.475,0
347,630,Chennai,Female,33,9,53468.525,2,1,0,69137.505,0
348,643,Chennai,Male,58,3,85165.685,1,1,1,16085.895,0
349,654,Chennai,Female,31,1,57255.425,1,1,1,63071.615,0
350,582,Bangalore,Male,38,5,0,2,1,1,64946.465,0
351,659,Hyderabad,Male,31,3,53797.055,2,1,1,51208.42,0
352,762,Hyderabad,Male,38,2,40636.565,1,1,1,9359.835,0
353,568,Hyderabad,Female,31,7,84699.8,1,1,0,30968.11,0
354,670,Hyderabad,Male,24,6,0,2,1,1,39179.47,0
355,613,Bangalore,Female,44,1,93920.995,2,1,1,73612.135,0
356,539,Bangalore,Male,29,0,0,2,1,0,80489.83,0
357,850,Hyderabad,Female,56,8,63388.15,2,1,1,66149.245,0
358,522,Hyderabad,Male,33,9,63218.145,1,1,0,87124.26,1
359,737,Bangalore,Male,40,1,50980.37,1,1,1,61773.64,0
360,520,Bangalore,Male,57,3,0,2,0,1,16395.01,0
361,706,Hyderabad,Male,27,3,0,2,0,1,90771.835,0
362,643,Chennai,Female,44,2,75421.465,1,0,1,1159.98,1
363,648,Bangalore,Female,49,9,51267.785,1,1,1,94771.595,0
364,443,Chennai,Female,28,9,49513.805,2,1,0,5470.2,0
365,640,Bangalore,Male,67,9,0,2,1,1,99746.69,0
366,628,Hyderabad,Female,32,3,0,1,1,1,94096.625,0
367,540,Chennai,Female,41,9,43635.705,2,1,0,86286.32,0
368,460,Chennai,Female,34,8,51371.455,2,1,1,94669.8,0
369,636,Chennai,Male,33,2,20052.755,2,0,1,26756.08,0
370,593,Bangalore,Female,28,2,76132.715,1,1,0,17002.22,0
371,801,Hyderabad,Male,41,4,70973.835,1,1,1,5299.145,0
372,640,Chennai,Female,74,1,53153.955,2,0,1,56714.385,0
373,611,Chennai,Male,30,0,53942.405,2,1,1,91743.99,0
374,802,Chennai,Male,30,1,62506.86,1,1,1,93829.045,0
375,717,Chennai,Male,34,7,29234.685,2,1,1,86229.695,0
376,769,Bangalore,Female,38,8,0,1,0,1,10508,0
377,745,Chennai,Male,44,10,58615.815,3,1,1,61190.51,1
378,572,Hyderabad,Male,34,4,76195.13,1,1,0,64061.83,0
379,629,Hyderabad,Female,29,2,17006.815,1,1,0,9785.315,0
380,687,Hyderabad,Female,38,2,0,3,0,0,94075.3,1
381,483,Bangalore,Female,49,9,0,2,1,1,55510.12,0
382,690,Bangalore,Male,35,7,50791.555,2,1,0,61887.575,0
383,492,Chennai,Female,29,10,38584.435,2,0,1,73350.11,0
384,709,Chennai,Male,27,8,62347.86,2,1,0,72625.675,0
385,705,Chennai,Male,43,3,52967.48,1,1,0,41231.845,0
386,560,Bangalore,Female,65,9,0,1,1,1,7964.245,0
387,611,Hyderabad,Male,45,6,0,2,1,0,22943.165,0
388,730,Hyderabad,Male,61,2,0,2,1,1,93244.975,0
389,709,Hyderabad,Female,44,2,0,2,0,1,81461.325,0
390,544,Bangalore,Female,20,10,80762.98,2,1,0,4631.385,0
391,712,Chennai,Female,28,7,73599.535,1,1,1,42466.2,0
392,752,Chennai,Male,37,3,91551.145,1,1,1,35778.56,0
393,648,Hyderabad,Male,45,9,63604.5,2,1,0,38702.975,1
394,556,Hyderabad,Male,37,8,0,2,0,0,208.705,1
395,594,Hyderabad,Female,23,0,48689.27,1,1,1,35702.585,0
396,645,Chennai,Female,36,2,68462.545,2,0,1,76700.12,0
397,557,Bangalore,Male,32,3,27251.775,1,1,1,185.525,0
398,547,Chennai,Male,31,8,77863.425,1,1,0,33894.995,0
399,701,Bangalore,Female,38,9,0,2,0,1,72947.45,0
400,616,Bangalore,Female,65,1,67921.205,1,1,0,91920.255,1
401,605,Bangalore,Male,51,1,31674.875,1,1,0,54443.72,0
402,593,Chennai,Female,37,4,64749.71,1,1,1,77035.635,0
403,751,Hyderabad,Male,51,8,0,2,0,1,89645.925,0
404,443,Hyderabad,Male,35,6,35219.005,2,0,1,28468.715,0
405,685,Bangalore,Male,22,8,0,2,1,1,56119.515,0
406,718,Bangalore,Male,35,9,0,1,1,0,22954.935,0
407,538,Hyderabad,Female,48,9,70717.02,1,0,0,86889.625,1
408,611,Hyderabad,Female,36,4,0,2,1,0,62848.13,0
409,668,Chennai,Male,36,10,76479.145,2,1,1,79792.805,0
